Name,Ward,Address,Landline Nos.,Class from,Class to,School Type,Website,Email,BMC Dept.,Twitter Handle,Direction,
DUTTAPADA MUN UP MARATHI,R / C,"DUTTAPADA M.N.P.MARATHI SCHOOL,BORIVALI WEST,400066",022-0,1,7,3-Co-educational,,dattapadamarathi@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.2236680004462,72.8603969999279",
DUTTAPADA MUN UP HINDI,R / C,"DATTAPADA SCHOOL CAMPUS, DATTAPADA ROAD, BORIVALI EAST , MUMBAI 400066.",022-0,1,8,3-Co-educational,,dattapadahindi@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.2238249998042,72.8605530005001",
KASTURBA X RD MUN UP HIN NO. 2,R / C,"Carter Road No. 2, Boribali east, Mumbai",022-28091327,1,8,3-Co-educational,,rckast.hindischool@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.2273739998579,72.8594310001828",
KASTURBA X RD NO 2 UP MNP URDU,R / C,MUMBAI MHANAGER PALIKA,022-0,1,8,3-Co-educational,,kasturbaurduborivali@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.2257340000876,72.8587479997155",
DUTTAPADA MUN GUJ,R / C,MUMBAI MHAANAGER PALIKA,022-28703420,1,7,3-Co-educational,,dattapada.gujscool@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.2236419993623,72.8604779993674",
NEW SEC. KASTURBA X RD NO.2 URDU,R / C,Kasturba cross road no.2 borivali east.,022-0,9,10,3-Co-educational,,kasturbaurdusecondary@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.227152000142,72.8594140003792",
SWAMI VIVEKANAND KAJUPADA MARATHI,R / C,"Ganesh Chouk ,Kajupada ,Borivali East Mumbai 400066",022-0,1,7,3-Co-educational,www.maharastraeducation.gov.in,s.v.v.mandirmar@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.2363569997759,72.8697249999034",
SWAMIA VIVEKANAND HINDI,R / C,Ganesh chauk Jagardev compound Kajupada Borivali East,022-28486531,1,7,3-Co-educational,www.education.maharashtra.gov.in,svvmhkajupada79@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.236360000223,72.8699999996189",
POISAR MUN URDU,R / C,MUMBAI MHANAGER PALIKA,022-6412970,1,5,3-Co-educational,,rafiqueshaikhpoisar2014@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.2112489999408,72.8613330003244",
SHETH LALJI GUJ,R / C,shimpvali road borvaliwest,022-28993198,1,4,3-Co-educational,,isheth007@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.1265029997628,72.9192880001946",
POYASAR SCHOOL MAR2,R / C,"90 Ft road, Thakur complex, godown building.",022-0,1,8,3-Co-educational,,marygonsalves00@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.2132420002799,72.8608989996223",
POYASAR SCHOOL HINDI 1,R / C,Sumernagar Jain Temple Opposite Swami Vivekanand Garden Borivali West Mumbai 400092,022-0,1,8,3-Co-educational,,geetabk11@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.2155439999127,72.851885999813",
POYSAR MNP HINDI 2,R / C,POISAR BORIVALI WEST,022-28017012,1,8,3-Co-educational,,poisarhindi155@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.21561700037,72.8520019997058",
POYASAR SCHOOL HINDI 3,R / C,"90 FEET ROAD,KANDIVALI EAST",022-0,1,8,3-Co-educational,,poisarhindi31999@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.2154440000538,72.8519209993987",
LALJI TRIKAMJI MNP HINDI,R / C,"Near Shimpoli borivali west, mumbai suburban",022-0,1,7,3-Co-educational,,laljitrikamjihindi@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.2234359998965,72.8536629998203",
POYASAR MUN TAMIL,R / C,BORIVALI RAJENDRA NAGAR,022-0,1,8,3-Co-educational,education.maharashtra.gov.in/saral/27220100158,alagesansamuel@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.2198810001114,72.85764200036",
BORIVALI MADHYMIC RAJADA NAGER,R / C,Ummeda ashram road borivali west,022-28993029,5,10,3-Co-educational,,rcboriwalischool@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.2238799999191,72.8555830000258",
CHARKOP SEC MAR,R / C,"charkop sec4 bmc marathi school,kandivali west,Mumbai 400067",022-28684334,1,7,3-Co-educational,,charkopsec4@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.2208599999642,72.8316870001534",
SHIMPAVALI MUN MAR,R / C,BORIVALI MUMBAI 400092,022-0,1,7,3-Co-educational,www.education.maharashtra.gov.in,shimpavalischool@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.2217979997901,72.8446710003412",
MHB HINDI SCHOOL,R / C,BORIVALI LT ROADBABHAI NAKA,022-0,1,5,3-Co-educational,,mhbhindischool@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.2282049996948,72.8477249992534",
BABHAI UP MAR,R / C,"BABHAI NAKA, L.T. ROAD, BORIVALI WEST",022-0,1,7,3-Co-educational,www.education.maharashtra.gov.in/saral/27220100184,babhaibmcschool@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.2284539998834,72.8476859991489",
GORAI GAON MUN MAR,R / C,"GORAI GAON,BORIVALI WEST,MUMBAI 400092",022-28451688,1,8,3-Co-educational,,r.v.sable09@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.2404569998807,72.7837540002766",
SODAWALA MUN MAR,R / C,Ramdas sutrale marag we,022-0,1,7,3-Co-educational,,rcsodawalamarathi@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.233247000597,72.853455000698",
SODAWALA MUN HINDI 1,R / C,"RAMDAS SUTRALE MARG,BORIVALIWEST",022-28925072,0,7,3-Co-educational,,rajniagrawal064@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.2329850001716,72.8534199994681",
SODAWALA MUN HINDI 2,R / C,Sodawala lane Ramdas sutrale Marg Borivali w,022-28906443,1,7,3-Co-educational,,kusumrai2468@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.2334440000114,72.8536610003253",
SODAWAL MUN GUJ,R / C,Ramdas sutral marg.Borivali west,022-28916303,1,7,3-Co-educational,,belajain7742@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.2700450002774,73.0427829994523",
SODAWALA MUN ENG,R / C,RAMDAS SUTRALE MARG BORIVALI WEST,022-28903439,1,8,3-Co-educational,www.maharashtra.gov.in,rcsodawalalaenglish@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.2330999996543,72.8540490001106",
SODAWALA MUN KAN,R / C,radas sutrale marg bovivali west 400092,022-0,1,8,3-Co-educational,www.education.maharashtra.gov.in/saral/27220100199,siddupujari76@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.2331629998442,72.8535029999205",
SODAWALA MUN TELGU,R / C,"Ramdas sutrale marg, Borivali West",022-0,0,8,3-Co-educational,,sunitakatkam.12@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.2328979999294,72.853391999742",
EAKSAR TALEPKHADI MAR,R / C,"BORVALI WEST, MUMBAI",022-0,1,8,3-Co-educational,www.education.maharashtra.gov.in,eksarmarathi@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.2378520008178,72.8455360007534",
EKSAR TALEPAKHADI MUN HINDI,R / C,"EKSAR VILLAGE, EKSAR ROAD BORIVALI WEST",022-28929638,1,8,3-Co-educational,,eksarindi@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.2378039997781,72.845562999862",
EKSAR TALEPAKHADI MUN URDU,R / C,Opp Eksar Talao Eksar Road Borivali W,022-28935045,1,8,3-Co-educational,,eksarurdu@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.2378549995424,72.845535000209",
EKSAR TALEPAKHADI MUN ENG,R / C,"EKSAR ROAD,BORIVALI W,MUMBAI400092",022-0,1,8,3-Co-educational,udiseplus.gov.in,eksareglish1111@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.2378699999613,72.8455440001332",
SODAWALA MUNICIPAL MR SCHOOL,R / C,Sodawala laneBorivaliWest,022-0,1,7,3-Co-educational,,sodawalalane.mr@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=20.7733810002685,76.6952309997787",
SODAWALA LANE MUN ENG SECONDARY,R / C,"Ramdas sutrale Marg, near prabodhankar thackrey hall, Borivali west, Mumbai 400092",022-0,9,10,3-Co-educational,,sodawalalaneengsec@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.2249200003554,72.8523299992795",
LALJI TRIKAMJI MPS ENGLISH,R / C,neerborvalieastmumbai,022-0,1,3,3-Co-educational,,laljimpsrajadanagar@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.233917000094,72.853834999484",
ASHOKWAN MUN,R / N,Ashokvan Dahisar-E Mumbai400068,022-28964864,1,8,3-Co-educational,,ashokvanmun@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.2409690002489,72.8671159996876",
DAHISAR E MARATHA URDU,R / N,marathacolanydahisarmumbai,022-28280069,1,5,3-Co-educational,,marathacol.urdu@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.2520399996475,72.8615389995183",
BARUCHA MUN GUJRATI,R / N,Harish shankier Joshi marg,022-0,1,4,3-Co-educational,www.education.maharashtra.gov.in/saral/27220100337,baruchagujrati@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.2499610001322,72.8603920002033",
BHARUCHA ROAD MUN LPMAR 2,R / N,"Harishankar Joshi Marg, Dahisar East",022-28485268,1,8,3-Co-educational,www.education.maharshtra.gov.in,bharuchamarno2@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.2502950005897,72.8602600004771",
BHARUCHA ROAD HINDI 1,R / N,BHARUCHA HINDI 1 DAHISAR EAST,022-0,1,8,3-Co-educational,,ppchaubey6@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.2499339999992,72.8603769998466",
BHARUCHA ROAD HINDI 2,R / N,HARISHANKAR JOSHI MARG.DAHISAR EAST MUM.68,022-2828043,1,8,3-Co-educational,,bharuchahindi02@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.2502429999518,72.8603390006854",
KETKI PADA MUN HINDI SCHOOL,R / N,KETAKIPADA HINDI SCHOOL DAHISAR EAST MUMBAI 68,022-0,1,7,3-Co-educational,,ketkipadahindi@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.254950000449,72.8748050005974",
ANAND NAGAR MUN ENG,R / N,"Anana Nagar Mun. school, Opp. Jarimari Garden, C.S. Road Dahisar East",022-0,1,8,3-Co-educational,,anandnagarrn@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.2546420001785,72.8647810004241",
DHARKHADI MUN KANNAD,R / N,ANANDNAGAR NEAR JARIMARI GARDEN DAHISAR EAST,022-28280115,1,7,3-Co-educational,,darkhadikannadaschool@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.2546240001716,72.8650150001722",
KETAKIPADA MAR MUN,R / N,KETAKIPADA BMC PRIMARY MARATHI SCHOOL DAHISAR EAST,022-0,1,8,3-Co-educational,,ketkipadabmcprimary363@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.2552129996907,72.8748749996898",
SAKHARAM TARE MARG UP,R / N,"L.T.Marg ,Near Vitthal Mandir Dahisar Mumbai.4000068",022-28900716,1,8,3-Co-educational,,sakharamtarmargmar373@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.2544749997751,72.8570069992554",
SAKHARAM TARE MARG MUN MARATHI NO. 2,R / N,sakaramdahisarwestmumbai,022-0,1,7,3-Co-educational,,taremargschool2@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.2545009997299,72.8572010002613",
SAKHARAM TARE MARG MNP HINDI 1,R / N,SAKHARAM TARE MARG HINDI NO.1 NEAR VITTHAL MANDIR DAHISAR WEST,022-28907832,1,7,3-Co-educational,,tarehindi1@gmail.com,Education Dept,@mybmcedu,https://www.google.com/maps/search/?api=1&query=19.253,
MALWANI TOWNSHIP ENGLISH SCHOOL,P/N1-WARD,"Malwani Township, Near Asmita Jyoti, Malad East",022-0,1,8,3-Co-educational,udiseplus.gov.in,Jayshreeadsule@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.1959819999826,72.8255229996353",
MALVANI MUNCIPAL SECONDARY SCHOOL MALAD(W),P/N1-WARD,Township Marve Road Malad West Mumbai,022-0,8,10,3-Co-educational,education.maharashtra.gov.in/saral/27220300175,pnmalwani.ss.urd@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.1958149997429,72.824149000123",
VALNAI COLONY HINDI SCHOOL NO 1,P/N1-WARD,irani wadi road no 3 kandivali west,022-0,1,8,3-Co-educational,,rekhakamble18@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.2015119997076,72.8426429997782",
WALNAI VASAHAT MUN MAR,P/N1-WARD,Iraniwadi no 3 Kandivali,022-28657277,1,7,3-Co-educational,www.site.mkgavit.com,ashmhatre65@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.2016079997774,72.8420099997163",
VALNAI VASAHAT U.P HINDI SCHOOL NO -2,P/N1-WARD,iraniwadi road no.3kandiwali west mumbai-400067,022-28080021,1,7,3-Co-educational,udiseplus.gov.in,valnaivashat99@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.201807000116,72.8424039993101",
MALWANI VILLAGE U.P MARATHI,P/N1-WARD,BAZAR GALLI MALVANI CHURCH MARVE ROAD MALAD WEST,022-0,1,8,3-Co-educational,,malvanivillage@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.1970209994831,72.8089470004642",
VALNAI COLONY MUN U.P TAMIL SCHOOL,P/N1-WARD,IRANIWADI IRANIWADI ROAD NO 3 KANDIVALI WEST,022-28080012,1,8,3-Co-educational,,valnait184@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.2017450000927,72.8420949998601",
MAHATMA GANDHI MUN TELGU,R/S-WARD,m g road kandivli west mumbai,022-28090523,1,7,3-Co-educational,,mgtelugumun9068@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.206124000665,72.8422540002015",
R.R.P MUN HINDI SCHOOL,R/S-WARD,R R P MODI ROAD MUNICIPAL HINDI SCHOOL OPP T P BHATIA COLLEGE KANDIVALI W,022-28012352,1,8,3-Co-educational,udiseplus.gov.in,rrphindi01.09.1960@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.2018229997725,72.8456079996032",
M GANDHI MUN GUJ,R/S-WARD,M G ROAD MUN GUJARATI SCHOOL 2 ND FLOOR M G ROAD KANDIVALI WEST MUMBAI 400067,022-0,1,8,3-Co-educational,,mgroadgschool@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.2058759994345,72.8420760003108",
MAHATMA GANDHI MUN HINDI,R/S-WARD,"Mahatma Gandhi Road mun.Hindi School Kandivali Village , Kandivali west Mumbai",022-28085412,1,8,3-Co-educational,,mghindimun9048@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.2059989997653,72.842033000091",
R.R.P. BMC HINDI SEC SCHOOL,R/S-WARD,SHANTILAL MODI ROAD KANDIWALI WEST,022-28010026,9,10,3-Co-educational,www.rrpbmcschool.com,saritaapla@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.2009779993311,72.8467760002706",
ERANGAL MUN SEC. SCHOOL,R/S-WARD,ERANGAL GAON MADH MARVE ROAD MALAD WEST,022-0,5,10,3-Co-educational,,erangalsecondary@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.162803000254,72.7843100000821",
GANESHNAGAR MUNCIPAL MARATHI SCHOOL,R/S-WARD,ganesh nagar kandivali w,022-0,1,5,3-Co-educational,,kiranpardhi72@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.203768999612,72.827274999683",
GANESH NAGAR MUNCIPAL HINDI SCHOOL,R/S-WARD,Kandivali West 400067,022-28685332,1,8,3-Co-educational,,ganeshnagar9045@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.2037170003497,72.8270149992475",
GANESH NAGAR URDU,R/S-WARD,Ganesh nagar kandivali west,022-28685716,1,5,3-Co-educational,,ganeshurdu@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.2037530000341,72.8270490002807",
CHARKOP GAON MUN U.P MARATHI SCHOOL,R/S-WARD,"charkop Gaon ,kandiwali west mumbai 400067",022-28696112,1,8,3-Co-educational,,charkopgaonmarathischool@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.2071929999717,72.8192729993744",
CHARKOP SECTOR 1 U.P MARATHI MUNCIPAL SCHOOL,R/S-WARD,"Charkop sector 1,KANDIVALI West",022-28687927,1,7,3-Co-educational,,charkopsec1marathi@yahoo.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.2132059994403,72.8273899996434",
CHARKOP SEC 2 UP MUN MAR,R/S-WARD,charkop sector 2 kandivli w mumbai 67,022-0,1,8,3-Co-educational,,charkopseco21993@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.2128330003257,72.8216019995611",
CHARKOP SECTOR-1 MUN U.P HINDI,R/S-WARD,"Charkop sec 1,near dayanand school",022-28687927,1,8,3-Co-educational,,charkopsec1hindi@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.2131669998751,72.8273240000326",
MPS GANESHNAGAR,R/S-WARD,"Near Oscar Hospital,Next To Pooja bldg.Ganesh Nagar,Kandivali west,Mumbai-400067.",022-28685392,1,10,3-Co-educational,,ganeshngrmps@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.2037380003071,72.8269890000376",
MPS CHARKOP SECTOR 2 MUN SCH,R/S-WARD,CHARKOP SECTOR 2 MPS,022-28685717,1,8,3-Co-educational,,mps.charkop.2@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.2128249998553,72.8216830003976",
CHARKOP SECTOR 1 MARATHI MUN SECONDARY SCHOOL,R/S-WARD,"CHARKOP GAON BMC SCHOOL,THIRD FLOOR,NEAR DINGESHWAR TALAW ,KANDIVALI WEST,MUMBAI",022-0,9,10,3-Co-educational,udiseplus.gov.in,charkop1marathi.sec@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.213120999787,72.8274530003621",
CHARKOP SECTOR 1 MUN HINDI SECONDARY SCHOOL,R/S-WARD,CHARKOP SECTOR1 MUNICIPAL HINDI SECONDARY SCHOOL NEAR BY SAHYADRI NAGAR CHARKOP KANDIVALI WEST,022-0,9,10,3-Co-educational,,rscharkopsec1.bmc.sec.hindi@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.2132069999584,72.8273189998731",
AKURLI MUN1,R/S-WARD,"AKURLI MARATHI SCHOOL NO.1,AKURLI ROAD,NEAR BUSS DEPOT ,KANDIVALI EAST MUM.101",022-28460810,1,8,3-Co-educational,,akrulimarathi1@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.202039999721,72.853535000796",
AKURLI MUN MAR NO. 2,R/S-WARD,"AKURLI ROAD, KANDIVALI EAST, NEAR AKURLI BUS DEPOT",022-28461013,0,8,3-Co-educational,,akurlino.2@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.2020240001392,72.8536329993942",
BAJAJ ROAD MUN MARATHI SCHOOL,R/S-WARD,"Bajaj Lane, Kandivali West",022-28631012,1,7,3-Co-educational,,bajajroadmarathi@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.2057120006917,72.8513510001518",
ASHOK NAGAR MUN MARATHI SCHOOL,R/S-WARD,"ASHOKNAGAR CHAKRAVARTI ROAD OPP. SHABARI BUILDING KANDIVALI ,E. MUMBAI 4001011",022-0,1,8,3-Co-educational,,ashoknagarprimaryschool@email.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.198810000704,72.8550209996141",
AKURLI ROAD MNP HINDI,R/S-WARD,AKURLI ROAD MNP UP HINDI SCHOOL KANDIVALI EAST,022-0,1,8,3-Co-educational,,akuralihindi@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.2020309996713,72.853508000369",
BAJAJ ROAD MUN HINDI,R/S-WARD,"opp.Kandivali Railway Station,Kandivali west",022-28017046,0,8,3-Co-educational,,kavlemeena@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.2057680002637,72.8512929993424",
BAJAJ ROAD UP GUJ,R/S-WARD,BAJAJ RD NEAR KANDIWALI STATION-WEST,022-28017048,1,7,3-Co-educational,,meenaldesai66@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.2057659997489,72.8512830004404",
AKURLI MNP UP GUJ,R/S-WARD,Akurli road Kandivali east,022-28461340,0,7,3-Co-educational,,akurligujrati@gmil.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.2020050003857,72.8534839995601",
AKURLI ROAD MUNCIPAL URDU SCHOOL,R/S-WARD,Akurli Road Kandivali East,022-28461016,0,8,3-Co-educational,education.maharashtra.gov.in,akurliurdu@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.2019959999805,72.8534690004244",
